,Description,Genre
6180,A female American reporter searches for her missing brother against the backdrop of violence and human smuggling across the US/Mexican border.,Crime
6181,"The real story behind the hunt for Theodore J. Kaczynski, later known as the Unabomber, a terrorist who sent several bombs through the mail, alarming authorities and society. The movie follows a postal inspector who tracks down the suspect; a obstinate detective; and Kaczynski's brother, who suspected of Ted after the publishing of his manifesto explaining the reasons for the bombings.",Crime
6182,A college student unexpectedly finds that she has inherited a derelict house. Accompanied by a group of friends...,Non Crime
6183,"A basic explanation of the purpose and process of menstruation, told largely with diagrams (and completely avoiding the subject of sex).",Non Crime
6184,"Eighteen-year-old Shira is the youngest daughter of the Mendelman family. She is about to be married off to a promising young man of the same age and background. It is a dream come true, and Shira feels prepared and excited. On Purim, her twenty-eight-year-old sister, Esther, dies while giving birth to her first child, Mordechay. The pain and grief that overwhelm the family postpone Shira's promised match.  Everything changes when a match is proposed to Yochay-Esther's late husband-to a widow from Belgium. Yochay feels it's too early, although he realizes that sooner or later he must seriously consider getting married again. When the girls' mother finds out that Yochay may marry the widow and move to Belgium with her only grandchild, she proposes a match between Shira and the widower. Shira will have to choose between her heart's wish and her family duty. She will find out that the void which she must choose exists only within her heart.",Non Crime
6185,"Casey has given up drug dealing for a suburban idyll in Houston, a job as an architect and a new wife. They are even planning to adopt a child. But Casey's past arrives on the doorstep in the shape of Nick, an old business partner. And all hell breaks loose!",Crime
6186,A chronicle of Russia's transition from communism to capitalism.,Non Crime
6187,"Two boys, still grieving the death of their mother, find themselves the unwitting benefactors of a bag of bank robbery loot in the week before the United Kingdom switches its official currency to the Euro. What's a kid to do?",Crime
6188,A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison.,Crime
6189,"The film's title is borrowed from a Dani fable that Gardner recounts in voice-over. The Dani people, whom Gardner identifies mysteriously as ""a mountain people,"" believe that there was once a great race between a bird and a snake, which was to determine the lives of human beings. Should men shed their skins and live forever like snakes, or die like birds? The bird won the race, dictating that man must die. The film's plot revolves around two characters, Weyak and Pua. Weyak is a warrior who guards the frontier between the land of his tribe and that of the neighboring tribe. Pua is a young boy whom Gardner depicts as weak and inept.",Non Crime
6190,"A pacifist village is beset by bandits in this martial arts thriller. ""Savage Five"" hands-down rivals the ornateness of ""Kid With The Golden Arm"" and the twist-heavy ""Five Deadly Venoms"". The always great David Chiang plays a lesser version of his Rover character from ""Duel Of The Iron Fist"", and Ti Lung, looking incredible here, is at his physical best. Accolades to Chen Kuan Tai and Wang Chung in great sympathetic roles, too. A kung fu classic where the actual martial arts display takes a back seat to the mesmerizing story.",Non Crime
6191,"Renowned documentary filmmaker D.A. Pennebaker captures Otis Redding in his ascendancy, singing at the historic Monterey International Pop Festival in June 1967. Comedian Tom Smothers introduces Redding to a crowd that is leaving -- until Redding grabs them with his charged rendition of ""Shake."" Redding's performance also includes ""Respect"" (which he wrote), ""I've Been Loving You Too Long,"" ""Satisfaction,"" and ""Try a Little Tenderness."" Tragically, Redding died in a plane crash six months later. An innovative filmmaker who started in the 1950s making experimental films, Pennebaker garnered an Oscar nomination for Best Documentary Feature in 1993 for The War Room, his behind-the-scenes look at Bill Clinton's 1992 campaign. His other subjects have included Norman Mailer, Bob Dylan, and David Bowie.",Non Crime
6192,"Dooley, a cop wrongly sacked for corruption, teams up with a useless defence lawyer in their new careers... as security guards. When the two are made fall guys for a robbery at a location they are guarding, the pair begin to investigate corruption within the company and their union. They soon make enemies of everyone, but can the unlikely duo save the day?",Crime
6193,A teenage girl sets out on a sexual odyssey of having affairs with various men including her mother's secret boyfriend.,Non Crime
6194,"Newlywed Suzu Urano moves to her new life in Kure City on the coast of Hiroshima Prefecture, where she perseveres through World War II with pluck and determination.",Non Crime
6195,A minister dispenses justice on three convicts who take his family hostage.,Crime
6196,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",Crime
6197,"A former getaway driver from Chicago has retired to a peaceful life in a Portugese fishing village. He is asked to pull off one last job, involving driving a dangerous crook and his girl-friend to France.",Crime
6198,Jackie Chan plays the part of the class clown in a shaolin temple whose deadliest secret is stolen. All is lost until Jackie's character discovers dancing blue ghosts with bright red hair who haunt the library.,Non Crime
6199,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",Crime
6200,"After an overnight long-distance drive, Joby has a special meeting—with lawyers and his ex-wife. A struggling musician with the prerequisite tattoos, slimy hair, goatee, and his head firmly floating in the clouds, Joby hasn’t been around to be a dad. Now is his last chance to fight for shared custody of his daughter, Ellen.",Non Crime
6201,"In London, a drug dealer grows increasingly desperate over the course of a week after a botched deal lands him in the merciless clutches of a ruthless crime lord. The more desperate his behavior, the more isolated he becomes until there is nothing left standing between him and the bullet his debtors intend to fire his way.",Crime
6202,"A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",Crime
6203,"The grandchild of Professor James Moriarty had promised the world that it has only five days left to live. Moriarty is a master of disguise, a crack shot, and is very patient. Several government figures are shot to death, and it seems that it truly is the end of civilization as we know it - until the President learns that the grandson of Sherlock Holmes is living at 221B Baker Street, and sends the Police Commissioner of Scotland Yard to employ him.",Crime
6204,"Russell Crowe stars as Detective Cristofuoro, a semi-retired police officer who is trying to unravel the past to discover whether a violent teenager, Eric Poole (Jon Foster), was responsible for the murder of his family. Sophie Traub co-stars as Lori, the teenage runaway who falls under Eric's spell. Based on the novel by Robert Cormier.",Crime
6205,"In Manhattan, the aspirant writer Jabez Stone is a complete loser: he is not able to sell his novels, he lives in a lousy apartment and he does not have success with women. When one of his friends Julius Jenson sells his novel for US$ 190,000.00 to an editor, Jabez fells envy and promises to sell his soul to the devil for success and accidentally kills a woman with his typing machine. The Devil knocks on his door, fixes the situation and seals a contract with Jabez. His low quality novels have bad reviews but become best-sellers; Jabez enriches; has success with women, but has no time for his friends. Jabez meets with the publisher Daniel Webster who offers him a chance to break the contract with the devil.",Non Crime
6206,25 year old Danny Hill's grandmother just died giving Danny the chance to move into her enormous rent controlled apartment in Manhattan. Danny must lock himself in for twelve days before he can take over the lease. There's just one problem -- he may not be the only occupant.,Non Crime
6207,"Des is an eleven year old kid who has had a really bad deal in life. Crime and mischief are the main staples of his life and he and his friends cruise around the city and do things like vandalize, steal, light fires, and mug people. He thinks that he is untouchable because he cannot be charged until he is twelve. Cory becomes Des' best friend and they carry on like nothing can stop them; however, Des ends up at an assessment centre for troubled youths and may begin a new life without crime.",Crime
6208,A professional thief tries to break with his past but has to pull off one last job to pay off a gambling debt.,Crime
6209,"A retired police detective reluctantly returns to action to stop a serial killer dubbed ""The Surgeon"".",Non Crime
6210,"Based on the Mario Mendoza's book and inspired by true events, tells three interconnected stories happening in the eve of the infamous Pozzetto Massacre.",Crime
6211,"The group of stuntmen comes to the beach to shoot an adventure film. Guys are training all day long, polishing their skills. One of the stuntmen witnessed two men pursuing the girl. He saves her from bullies, and the fugitive finds protection and patronage in the crew. However, a woman's behaviour is strange: she keeps having nightmares, she's afraid of something or someone, but refuses to explain what was going on. Men realize that their new friend is hiding something ...",Non Crime
6212,"Linda Kasabian falls prey to the hypnotic charms of Charles Manson and his self-proclaimed ""family"" during the drug-fueled summer of 1969.",Crime
6213,"In 1994 two young twins are found brutally murdered in a summer cottage. A number of clues points in the direction of a group of young upper class students from a nearby boarding school, but the case is closed as a local outsider pleads guilty and is convicted for the murders. When the case ends up on Carls Mørck’s desk 20 years later, he soon realises that something is terribly wrong. As Carl and Assad start investigating the case, they are led on to an old emergency call from a desperate girl who seems to know the secrets of the murders. Soon they are plunged into an intense search for the girl, Kimmie, who has been missing since the murders happened. But Carl and Assad are not the only ones trying to track her down as the girl’s testimonial is of great danger to a group of influential men at the top of society who will do all they can to keep her silent.",Crime
6214,Three handicapped losers who form a band ask famous writer Dries to be their drummer. He joins the band and starts manipulating them.,Crime
6215,"Giant of cinema, the embodiment of creation, Orson Welles is the man who reinvents the film language at 24-years old. Who is hidding behind this impressive figure? This movie is a journey towards the man behind the legend. It drags us into the labyrinth with multiple mirrors that Welles erases and recreates at the mercy of his imagination.",Non Crime
6216,"When the King Gareth dies, his potential heirs, twin grandchildren who possess the dragon’s unique strengths, use their inherited powers against each other to vie for the throne. When Drago’s source of power – known as the Heartfire – is stolen, more than the throne is at stake; the siblings must end their rivalry with swords and sorcery or the kingdom may fall.",Non Crime
6217,"Neal Cassady is living the beat life during the 1940s, working at The Tire Yard and and philandering around town. However, he has visions of a happy life with kids and a white picket fence. When his girlfried, Joan, tries to kill herself he gets scared and runs away. But when Joan reappears will he take the chance at that happiness, or will he turn his back on it?",Non Crime
6218,"A story of incomprehensible abuse delivered by an explosively violent mother of four. Journey through the mind of a child that experiences a living hell, defined and defended by the twisted religious beliefs of her mother (imdb.com)",Non Crime
6219,Her boss made ​​a big mistake by not promoting it. Now is the perfect secretary in the service of revenge.,Non Crime
6220,"Adam Harris, a semi-lame senior, is head over heels in love with Cara. Unfortunately she is the most popular girl in school. On the one day of the year that he could actually have a chance, senior skip day, he screws it all up by accidentally slipping the location of the party to his principal. But have no fear, in a last resort effort he moves the party to his house and all seems",Non Crime
6221,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",Crime
6222,Lu and Feng are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner during the Cultural Revolution. He finally returns home only to find that his beloved wife no longer remembers him.,Non Crime
6223,"The journey of a professional wrestler who becomes a small town pastor and moonlights as a masked vigilante fighting injustice. While facing crises at home and at the church, the Pastor must evade the police and somehow reconcile his violent secret identity with his calling as a pastor.",Crime
6224,"Denice has starred in hundreds of porn films. For 3 years she has been away before she decides to make some quick cash with a come-back in LA, and moves into the house of Derek Hay - Founder of the largest porno film talent agency in the world - LA direct Models. Ten girls, as young as 18 and about to make their debut in porn, live in his house. With her 25 years Denice is the most experienced one amongst them. But after 3 years away from the industry, she starts to see everything in a new light...",Non Crime
6225,"A seventeen-year-old country boy working in Beijing as a courier has his bicycle stolen, and finds it with a schoolboy his age.",Non Crime
6226,Crime thriller based on a novel by James Hadley Chase.,Crime
6227,"A lad from a butcher shop is carrying a tray laden with a roast or a leg of lamb. A hobo grabs it and runs. The boy gives chase, joined by dogs, as neighbors watch the spectacle. The hobo jumps into a large rain barrel, followed by the dogs.",Crime
6228,"A master thief (James Coburn) and his drug-addicted partner teach two aspiring crooks (Michael Sarrazin, Trish Van Devere) how to steal wallets.",Crime
6229,An employee of a corporation with a lucrative secret process is tempted to betray it. But there's more to it than that.,Crime
6230,"The dramatic story of US marines in training, in combat and in love during World War II. The story centres on a major who guides the raw recruits from their training to combat. Based on the novel by Leon Uris.",Non Crime
6231,"Theo, Marite, and Franz cannot make any money selling magazines door to door, so they try a little robbery.",Crime
6232,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.",Non Crime
6233,"Sherlock Holmes comes to the aid of his friend Henry Baskerville, who is under a family curse and menaced by a demonic dog that prowls the bogs near his estate and murders people.",Crime
6234,"A young wife and mother, bored with day-to-day life in New York City and neglected by her husband, slips into increasingly outrageous fantasies: her mother breaking into the apartment, an explorer's demonstration of tribal fertility music at a party causing strange transformations, and joining terrorists to plant explosives in the Statue of Liberty.",Non Crime
6235,"Maimed by bullies at a California high school, a new student (Derrel Maury) engineers acts of revenge.",Non Crime
6236,"Two intellectuals, a writer and a director, begin to play a mysterious psychological game in a peaceful countryside manor house during the Nazi occupation.",Non Crime
6237,"Sujata (Nutan) is adopted by the Upedendranath and Charu Chowdhury and grows up along side their daughter Rama.  Adhir (Sunil Dutt) enters the Chowdhury family and is considered a suitor for Rama.  However, Adhir likes Sujata and intends to marry her but Sujata's past becomes an point of contention.  Adhir's family will not accept a lower-case girl as their daughter-in-law.  The movie beautifully portrays the prevalent caste system in Indian society.",Non Crime
6238,"A team of scientists working to raise a sunken Russian nuclear submarine on an ocean platform off the coast of Miami, Florida, unearth an ancient Atlantean relic from the sea floor and bring in an expert to make some sense of it. But while attempting to raise the sub, radioactive leakage from its missles triggers the re-emergence of Atlantis, and the resulting tidal wave destroys the platform and leaves only a small group of survivors. Rescued by two Vietnamvets-turned-heavies who are out relaxing after their latest job, their boat eventually runs aground on a Carribean island nearby where, upon going ashore, it is discovered that everything has been destroyed and everybody killed. The culprits, a vicious group of well-armed raiders, and their leader, Crystal Skull, are descendants of Atlantis' original race who set about reclaiming the world and adding the survivors to the list of victims as they struggle to stay alive and defeat the raiders and send Atlantis back to the ocean floor.",Non Crime
6239,"Sam Elliott and Katharine Ross star as architects brought to a secluded estate by an eccentric millionaire. They and other guests become trapped, leading to a series of grisly deaths which point to a supernatural…",Non Crime
6240,"In the wake of two back-to-back mass murders on Chico's frat row, loner Brent Chirino must infiltrate the ranks of a popular fraternity to investigate his twin brother's murder at the hands of the serial killer known as ""Motherface.""",Non Crime
6241,"Following the shooting of a film on the life of Jesus called This Is My Blood, Marie Palesi (Juliette Binoche), the actress who plays Mary Magdalene takes refuge in Jerusalem in search of the truth behind the myth.
 The director of the film, Tony Childress (Matthew Modine), who also plays Jesus, can think of only one thing: self-promotion.
 In New York, television journalist Ted Younger (Forest Whitaker) presents a programme about the life of Jesus.",Non Crime
6242,"The Canadian policeman Louis Burke is assigned in a jail to investigate in some murders of prisoners and jailors. When in jail, Lois, using his outstandings martial arts is able to save his life and make himself respected in that violent world. At least, helped by two another prisoners, he succeded in finding the truth about the dreadful crimes.",Crime
6243,An ex-con becomes a daredevil photojournalist.,Crime
6244,"More than a dozen shots, some less than a second, of people wearing roller skates in various settings: a young man in skates sits on a low guardrail next to a city sidewalk reading, a woman with a child shoots by, a constable skates gingerly, a man skates by in suit and vest, another cleans front steps, children skate into a room where papa and siblings sit, someone slips at the base of stairs, a man in a cowboy hat moves fast, two jovial chubby women shake hands, our man in the hat trips over a wheelbarrow, then falls again as he rounds a corner, then down goes the constable. It's a crazy day on the city sidewalks.",Non Crime
6245,"An ambitious Mexican-American gets mixed up with his boss""s neurotic wife.",Crime
6246,"KAFKA'S THE BURROW tells the story of a man's ""metamorphosis"" (as Kafka would put it) in a rapidly changing and increasingly isolated world. A man (Axel Prahl), who has seemingly achieved everything, ensconces himself in his burrow, a fortress-like apartment complex. But no matter how hard he tries to keep the outside world at a distance, he gets more and more entangled in his own web of fear and paranoia: those outside know he is there, they want him, they want his wealth, and they are inevitably going to get him ...",Non Crime
6247,Two bumbling hustlers in the 1920s attempt to gain the fortune of an heiress. Nothing will stop them . Not even murder.,Crime
6248,"Silver-screen icons Edward G. Robinson and James Cagney star in this classic drama as Nick and Jack Venizelos, two brothers whose fateful trip to the big city to do a little gambling results in a tragic turn of events. Directed by filmmaker Alfred E. Green, this film marks the only time in Robinson and Cagney's historic careers that the pair would team up on-screen.",Crime
6249,"Best friends Dash and Assaf are sophomores at Tides High, where they author the entire school newspaper. When their editor starts offering Assaf solo assignments, Dash's jealousy prompts him to publish a fictitious story about Assaf having erectile dysfunction. Later, while rummaging through the school archives, Dash discovers records indicating that the building isn't up to code. He tries to warn his schoolmates, but after his slanderous attacks on Assaf, nobody believes him. Then it happens: an earthquake sends the school toppling into the Pacific...",Non Crime
6250,"Multi-award-winning writer Jimmy McGovern's brand new film based on the UK's controversial joint enterprise law.  Jimmy McGovern's gritty drama stars Nico Mirallegro as guileless 17 year old Johnjo O'Shea, who goes from innocent bystander to accessory to premeditated murder after giving a few friends a lift.",Crime
6251,"Jon Stewart performs a solo standup routine, telecast live from Miami, Florida.",Non Crime
6252,Uncle John revolves around the struggle to keep a mysterious disappearance unsolved,Crime
6253,"Trying to recover from the nearly marriage-breaking stress following the death of their child, Jack (Reynaldo Rosales) and Stephanie (Heidi Dippold) spontaneously take off on a road trip. But when their car breaks down in a remote area, they find themselves in a horrific nightmare. Seeking shelter in a house, they soon realize that more danger lurks inside than outside in this spine-chiller based on Ted Dekker and Frank Peretti's best-seller.",Non Crime
6254,Frankie is a heroin addict and sits in prison. He wants a different life but the rehabilitation isn’t as easy as he had thought. Director Otto Preminger films one of the first social studies of an addict in this 1955 film.,Crime
6255,"Nightclub manager Darnell Wright is a perpetual playboy who is almost as devoted to his job as he is to the pursuit of beautiful women. After he sets his sights on the ultra-classy Brandi Web, he launches an all-out assault to win her heart. Ultimately, charm, lust and passion prevail, but Darnell learns the hard way that when you play, you pay. Brandi is much harder to get rid of than she was to get--especially when she realizes that she has a rival vying for Darnell's affection. When he finally decides to call it quits, Brandi becomes an obsessed femme fatale stalking the new love of her life.",Crime
6256,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",Non Crime
6257,"Hotshot gambler Jake Green (Jason Statham) is long on bravado and seriously short of common sense. Rarely is he allowed in any casino because he's a bona fide winner and, in fact, has taken so much money over the years that he's the sole client of his accountant elder brother, Billy. Invited to a private game, Jake is in fear of losing his life.",Crime
6258,"Frank Gannon, a veteran cop, is being hunted by his fellow police officers after they learned he has betrayed the brotherhood and exposed to the feds wide scale corruption of the LAPD. He has one day left to prove his case and survive.",Crime
6259,This is the portrait of two recently released prisoners (Pierrette Robitaille and Romane Bohringer) who learn to live in a sugar shack deep in the forest.,Crime
6260,"Dr. Charlie Keegan is ordered to serve 6 months as the staff doctor at a second rate retirement home or lose his medical licence after accusations of swindling elderly patients. What the doctor expects will be a brief interruption from his lucrative career turns out to be something very different, thanks to the wacky residents and a beautiful nurse.",Non Crime
6261,"A series of murders holds the nation in its sway and the longer the police fail to catch the murderer, the more the public begins to panic. Choi, a highly successful investigator whose methods have always held him back from promotion, senses that this case might be his last chance to make something of his career. He and his old mentor Jang agree to arrest the next best suspect as the serial killer – whatever it might cost. Just when it looks as if all the dirty tricks, dark deeds and treacherous secret deals are about to be exposed, all the stakeholders find themselves drawn deeper into the morass of questionable morals and open violation of the law. The search for the murderer begins to unite the four men, even though none are particularly interested in finding the culprit.",Crime
6262,Inspired by actual events in the late nineties when Hasidic Jews were recruited as mules to smuggle ecstasy from Europe into the United States.,Crime
6263,Chuck Scott gets a job as chauffeur to tough guy Eddie Roman; but Chuck's involvement with Eddie's fearful wife becomes a nightmare.,Crime
6264,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",Non Crime
6265,"""If only these walls could speak and tell us their stories""  Based on the same name novel by Vonne van der Meer, the movie is set on the Dutch island Vlieland, telling the diverse stories of the people visiting cottage Duinroos (Dune rose) over the course of the summer.  Against the background of the idyllic nature, the individual stories of the guests develop as their relational perils and personal moments of love, desire, loss and trust show the world as it is. Without knowing, and almost imperceptibly, the visitors' lives intertwine and join into one story.",Non Crime
6266,A young couple's love is tested when Sun-jin is diagnosed with a rare form of Alzheimer's disease.,Non Crime
6267,"Photo studio ""Contemporary"" in a provincial town lives with its everyday problems. The director is concerned over the failure to fulfill the planned targets, receptionist Alevtina wants to get married, and photographer Vladimir Oreshnikov dreams of becoming a professional photographer.",Non Crime
6268,"Best friends, Carl and Lester, find themselves magically transported into an alternate universe straight out of a real-life adult movie. Hilarity ensues as they embark upon a journey of adult-themed mayhem while Carl ultimately finds true love in the most unlikely of places.",Non Crime
6269,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",Crime
6270,A documentary about the life and career Mexican boxer Julio César Chávez.,Non Crime
6271,"A Texas Ranger hunts for a hooded serial killer terrorizing the residents of a small town, set in 1946 Arkansas. Loosely based on a true story.",Crime
6272,"An adaptation of the eponymous song by Renato Russo, a famous Brazilian singer and composer who in the style of Bob Dylan knew how to delight crowds by telling stories and singing with his lyrics. Focusing on the love story of outlaw João do Santo Cristo with Architecture major student Maria Lúcia, the movie takes place in Brasilia in the early 80s. In a clash of interest, drug dealers and the police conflict with one another,while the end of the military dictatorship in the Capital of Brazil, Brasilia takes place. The wanderings and tedium of a young rocker, who lived in a city still being built, are the backdrop for this story.",Crime
6273,"Mysterious cell phone messages promise a young American engineer untold wealth - then make him the target of a deadly international plot. Dangerous security operatives chase the engineer across the globe, while a powerful government official pursues a mysterious agenda that threatens the stability of the entire world.",Crime
6274,"While Charlie is distracted with the birth of his first grandchild, son Jimmy impersonates his father in order to investigate a murder aboard a freighter in the harbor.",Crime
6275,Four college pledges are forced to spend the night in a deserted old mansion where they get killed off one by one by the monstrous surviving members of a family massacre years earlier for trespassing on their living grounds.,Non Crime
6276,Bonnie and Clyde is based on the true stories of the gangster pair Bonnie Parker and Clyde Barrow who in the 1930s began robbing banks in U.S. cities until they were eventually killed. The film is a major landmark in the aesthetic movement known as the New Hollywood.,Crime
6277,The Tasmanian Devil is on the loose. Bugs offers to help him find his dinner.,Non Crime
6278,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,Crime
6279,"When Mira's April Fool's Day tricks materialize, she finds herself promoted to the perfect job, dating the perfect man and living in the perfect home. Mira's newly upgraded life even involves working with her CEO and her good friend, on a coveted work project. When these seemingly positive changes result in big challenges, Mira realizes that the pursuit of perfection is a fool's errand. In order to achieve a life that's perfect for her, Mira must let go of perfection and chase what brings her true happiness.",Non Crime
6280,"Detectives Jonas and Erik are called to the midnight sun country of northern Norway to investigate a recent homicide, but their plan to arrest the killer goes awry, and Jonas mistakenly shoots Erik. The suspect escapes, and a frightened Jonas pins Erik's death on the fugitive. Jonas continues to pursue the killer as he seeks to protect himself; however, his mounting guilt and the omnipresent sun plague him with an insomnia that affects his sanity.",Crime
6281,Texas filmmaker Kevin Booth delves into a world of deceit and corruption controlled by a drug dealing government who's only allegiance is to its corporate masters.,Non Crime
6282,"In 1999, filmmakers Joe Brewster and Michèle Stephenson turned the camera on themselves and began filming their five-year-old son, Idris, and his best friend, Seun, as they started kindergarten at the prestigious Dalton School just as the private institution was committing to diversify its student body. Their cameras continued to follow both families for another 12 years as the paths of the two boys diverged—one continued private school while the other pursued a very different route through the public education system.",Non Crime
6283,"Harriet and Queenie Mahoney, a vaudeville act, come to Broadway, where their friend Eddie Kerns needs them for his number in one of Francis Zanfield's shows. Eddie was in love with Harriet, but when he meets Queenie, he falls in love to her, but she is courted by Jock Warriner, a member of the New Yorker high society. It takes a while till Queenie recognizes, that she is for Jock nothing more than a toy, and it also takes a while till Harriet recognizes, that Eddie is in love with Queenie",Non Crime
6284,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",Crime
6285,"A man awakes-- without memory -- in a pit full of bodies and must figure out if the people who rescued him are the killers, or if he is the murderer.",Non Crime
6286,"Julien and Marguerite de Ravalet, son and daughter of the Lord of Tourlaville, have loved each other tenderly since childhood. But as they grow up, their affection veers toward voracious passion.",Non Crime
6287,"A newly appointed police rookie deals with corruption, romance, and brutality.",Crime
6288,A retired ex-cop and private detective gets mixed up in murder when he is asked to deliver blackmail money and walks into a 20 year old case involving the mysterious disappearance of an actress' former husband.,Crime
6289,"Fletch is a fish out of water in small-town Louisiana, where he's checking out a tumbledown mansion he's inherited. When a woman he flirts with turns up dead, Fletch becomes a suspect and must find the killer and clear his name. In the meantime, he's got some serious home-ownership issues, such as termites and weird neighbors.",Crime
6290,"In a world where ninjas dream of being rock stars and rock stars dream of being ninjas, a martial arts rock band goes up against a band of motorcycle ninjas who have tightened their grip on Florida's narcotics trade.",Crime
6291,"Gangster and deadbeat dad, Ulysses Pick, embarks on an unusual journey through his home.",Non Crime
6292,"Billy Bonney is a hot-headed gunslinger who narrowly skirts a life of crime by being befriended and hired by a peaceful rancher, Eric Keating. When Keating is killed, Billy seeks revenge on the men who killed him, even if it means opposing his friend, Marshal Jim Sherwood.",Non Crime
6293,"Seeking a brighter future in megacity Manila, Oscar Ramirez and his family flee their impoverished life in the rice fields of the northern Philippines. But the sweltering capital's bustling intensity quickly overwhelms them, and they fall prey to the rampant manipulations of its hardened locals. Oscar catches a lucky break when he's offered steady work for an armored truck company and gregarious senior officer Ong takes him under his wing. Soon, though, the reality of his work's mortality rate and the murky motives of his new partner force Oscar to confront the perils he faces in his new job and life.",Crime
6294,"In 1988 Cynthia Beatt and the young Tilda Swinton embarked on a filmic journey along the Berlin Wall into little-known territory. The film CYCLING THE FRAME is now an unusual document.  21 years later, in June 2009, Beatt &amp; Swinton re-traced the line of the Wall that once isolated West Berlin. THE INVISIBLE FRAME depicts this poetic passage through varied landscapes, this time on both sides of the former Wall.",Non Crime
6295,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of NYC.",Crime
6296,A life-long criminal continues his practice of breaking out of Oregon State Prison - much to the frustration of the police.,Crime
6297,"A struggling, unemployed young writer takes to following strangers around the streets of London, ostensibly to find inspiration for his new novel.",Crime
6298,"Harry Woltz is a homicide cop with a gambling problem; a problem that leaves him owing a great deal of money to the Russell brothers. To clear the debt they ask him to train John Farrow to murder his wife, Evans, without leaving the usual clues or making the usual mistakes. However when Harry's ex-partner is put on the case, she begins to get closer than Harry had thought before the case takes some unexpected twists.",Crime
6299,"A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.",Crime
6300,"After saving each other from jumping off a bridge, Henry Bell (Sam Neill) and Karen Knightly (Helena Bonham Carter) plot to avenge the people who drove them to suicide. Henry will ruin the life of the woman (Kristin Scott Thomas) who married Karen's boyfriend, while Karen will work as a secretary for the man (Steve Coogan) who took Henry's job. Whether revenge will be sweet – or bittersweet – is anyone's guess.",Crime
6301,Scotland Yard investigators have to prevent the murder of Victoria Dickman when her name is found on a death list.,Crime
6302,"Composer Gustav von Aschenbach, travels to Venice for health reasons. There, he becomes obsessed with the stunning beauty of an adolescent Polish boy named Tadzio who is staying with his family at the same Grand Hôtel des Bains on the Lido as Aschenbach.",Non Crime
6303,"Ji-hyuk is an expert safe-cracker who lives the highlife stealing antiques and jewelry with his team. CHO, a powerful and cruel gang boss threatens them to steal $150 million with him. Ji-hyuk plans to get revenge on CHO, but ends up falling into his trap. However, CHO later realizes it was all part of Ji-hyuk’s scheme. When Ji-hyuk, who was thought dead, reappears, hidden secret relations between the technicians also surface.",Crime
6304,A con man (Robert Armstrong) and his partner inherit a dead gangster's precocious daughter (Sybil Jason).,Crime
6305,"In a California high school, a married teacher is the athletic coach and faculty advisor. He starts to have sex flings with his female students and eventually has to kill several of the girls to keep them quiet.",Crime
6306,"Twenty years after the events of the original Sukeban Deka, a Japanese girl by the name of ""K"" is captured in New York and put on custody after beating 11 policemen. Although held in a straight jacket and a cage, she escapes by dislocating her sholder and tries to exit the facility, but a moment of kindess to comfort a lost little girl gets her captured again. K is then informed by Japanese inspector Kazutoshi Kira that her mother will be deported to Japan for brutally beating down a mugger and living in New York with an expired visa, unless K accepts to work for them in the reactivated Sukeban Deka program.",Crime
